Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Rating,Reviews,Discount Amount,Cluster,PC1,PC2
Women's Sport Inspired QT Racer Shoes,EG8480,4599,8.433811582477187,0,Adidas CORE / NEO,4.4,80,0.0,0,-0.38388542425577815,0.4539544522798537
Women's Sport Inspired Lite Racer Clean Shoes,EG3148,4599,8.433811582477187,0,Adidas CORE / NEO,4.0,9,0.0,3,-0.6193870694771229,-0.1819593584084269
Women's adidas Swim Puka Slippers,CM0082,999,6.396929655216146,40,Adidas CORE / NEO,3.6,29,399.6,1,0.19388966929578771,-0.3754730412860899
Women's adidas Running Asweerun Shoes,EG3185,4999,8.517193191416238,0,Adidas CORE / NEO,4.7,31,0.0,3,-0.5783620425670184,0.013985667783747546
Women's adidas Running Sooraj Shoes,EG4006,5599,8.630521876723241,0,Adidas CORE / NEO,3.9,1,0.0,3,-0.6538739493498229,-0.22895035771929514
Women's adidas Running Sooraj Shoes,EG4007,5599,8.630521876723241,0,Adidas CORE / NEO,3.2,94,0.0,0,-0.287251872919729,0.6269392522638646
Women's Sport Inspired QT Racer Shoes,EH1178,4999,8.517193191416238,0,Adidas CORE / NEO,4.3,65,0.0,0,-0.43748281167981556,0.329591174758083
Women's Sport Inspired Mavia Shoes,EG4316,6599,8.794824928014517,0,Adidas CORE / NEO,3.4,6,0.0,3,-0.620307843832063,-0.1523064448741501
Women's Sport Inspired Archivo Shoes,EG3253,4999,8.517193191416238,0,Adidas CORE / NEO,2.5,67,0.0,0,-0.344797818329219,0.3814405564563543
Women's Sport Inspired Mavia Shoes,EG4314,6599,8.794824928014517,0,Adidas CORE / NEO,3.8,36,0.0,3,-0.531773969281675,0.11206172748872806
Women's Running Nova Flow Shoes,EH1379,5599,8.630521876723241,0,Adidas CORE / NEO,4.9,45,0.0,3,-0.5436612359201858,0.15104532225893735
Women's Sport Inspired Nebzed Shoes,EG3698,4999,8.517193191416238,0,Adidas CORE / NEO,2.7,11,0.0,3,-0.5550360448988524,-0.12978365787692803
Women's Sport Inspired Nebzed Shoes,EH0165,4999,8.517193191416238,0,Adidas CORE / NEO,2.8,35,0.0,3,-0.4737570100156264,0.08583284941791691
Women's Sport Inspired Khoe Adapt Shoes,EH1211,5599,8.630521876723241,0,Adidas CORE / NEO,3.2,85,0.0,0,-0.3195130908718902,0.545380453607069
Men's adidas Running Nepton 2.0 Shoes,CK9665,5999,8.006367567650246,50,Adidas CORE / NEO,4.9,72,2999.5,2,0.33217174925963405,0.08298072717869598
Men's adidas Running Nepton 2.0 Shoes,CK9663,5999,8.006367567650246,50,Adidas CORE / NEO,1.5,74,2999.5,2,0.5008708171041609,0.16480806818273014
Women's Running EnergyFalcon Shoes,EG3953,6599,8.794824928014517,0,Adidas CORE / NEO,2.9,77,0.0,0,-0.3420482817078823,0.5004699679236222
Women's Sport Inspired Khoe Adapt Shoes,EG4176,4999,8.517193191416238,0,Adidas CORE / NEO,3.9,14,0.0,3,-0.6012928614519132,-0.1250808611373183
Women's Sport Inspired Khoe Adapt Shoes,EG4175,4999,8.517193191416238,0,Adidas CORE / NEO,3.0,94,0.0,0,-0.2717685627520886,0.6167488401436902
Women's adidas Running Sooraj Shoes,EG4004,5599,8.630521876723241,0,Adidas CORE / NEO,2.5,17,0.0,3,-0.530008357808236,-0.05772622349244916
MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES,CJ8068,5599,7.937374696163295,50,Adidas CORE / NEO,2.6,60,2799.5,2,0.40191883169859693,0.008374572346422526
Men's adidas Running Puaro Shoes,CK9681,4999,7.824046010856292,50,Adidas CORE / NEO,5.0,5,2499.5,1,0.09672738332817049,-0.5489449043260345
Men's adidas Sport Inspired Run 60s Shoes,EE9731,5599,7.937374696163295,50,Adidas CORE / NEO,2.9,99,2799.5,2,0.5274648038570169,0.3561751658227064
Men's adidas Running Nayo 2.0 Shoes,CK9591,5299,7.882314918980268,50,Adidas CORE / NEO,2.4,35,2649.5,1,0.32467556984108686,-0.22131670562002922
Men's adidas Running Kivaro 1 Shoes,CK9648,4599,7.7406644019172415,50,Adidas CORE / NEO,4.6,36,2299.5,1,0.23143244539095903,-0.27022009468690955
Men's adidas Running Kyris 1.0 Shoes,CK9602,4599,7.7406644019172415,50,Adidas CORE / NEO,2.9,37,2299.5,1,0.31578197931322255,-0.22930642418489244
Men's adidas Running Duramo 9 Shoes,F34491,5999,8.006367567650246,50,Adidas CORE / NEO,3.0,59,2999.5,2,0.37583892567916594,0.0007724002389180029
Men's adidas Running Kylen 1.0 shoes,CK9693,4999,7.824046010856292,50,Adidas CORE / NEO,4.6,88,2499.5,2,0.41325102306602884,0.21070295089085506
MEN'S ADIDAS RUNNING KYLEN 1.0 SHOES,CJ8013,4999,7.824046010856292,50,Adidas CORE / NEO,4.0,77,2499.5,2,0.4023259235041669,0.12226170949443255
Men's adidas Running Rey Shoes,CL7567,4999,7.824046010856292,50,Adidas CORE / NEO,3.8,31,2499.5,1,0.24693701328263967,-0.29084712761596926
Men's adidas Running Kylen 1.0 shoes,CK9694,4999,7.824046010856292,50,Adidas CORE / NEO,4.5,63,2499.5,2,0.3283874084103406,-0.013975645143633753
Men's adidas Running Erish Shoes,CL7604,4299,7.673223121121708,50,Adidas CORE / NEO,2.8,34,2149.5,1,0.31358461236785967,-0.26214216329838136
Men's adidas Sport Inspired Fassar Shoes,CL7488,3999,7.600902459542082,50,Adidas CORE / NEO,4.9,73,1999.5,2,0.3577891159150239,0.04415918002181285
Men's adidas Running Bolter Shoes,CK9436,4299,7.673223121121708,50,Adidas CORE / NEO,1.0,41,2149.5,1,0.424192504580768,-0.16498233790189032
Men's adidas Running Nayo 2.0 Shoes,CK9592,5299,7.882314918980268,50,Adidas CORE / NEO,1.5,2,2649.5,1,0.2491423542526648,-0.5035030319187884
Men's adidas Sport Inspired Videll Shoes,CL7366,3799,7.731930721948486,40,Adidas CORE / NEO,4.2,84,1519.6000000000001,2,0.27368009321981496,0.21820263517898258
Men's adidas Running Raddis 1.0 shoes,CK9661,5599,7.937374696163295,50,Adidas CORE / NEO,2.6,70,2799.5,2,0.43776462942322053,0.09899545974286222
Men's adidas Running Kivaro 1 Shoes,CK9650,4599,7.7406644019172415,50,Adidas CORE / NEO,2.6,47,2299.5,1,0.3658804160054581,-0.13306466941862222
Men's adidas Sport Inspired Storm Runner Shoes,CL7415,4599,7.9229859587111955,40,Adidas CORE / NEO,4.3,94,1839.6000000000001,2,0.2937794370328162,0.32758812095699624
Men's adidas Sport Inspired Strikerr Shoes,CL7626,4599,7.9229859587111955,40,Adidas CORE / NEO,3.7,48,1839.6000000000001,1,0.1573940454347717,-0.07802622632696499
MEN'S ADIDAS RUNNING FURIO 1.0 SHOES,CJ7990,5599,7.937374696163295,50,Adidas CORE / NEO,4.6,30,2799.5,1,0.19936384540731306,-0.30096053897510006
Men's adidas Sport Inspired Runigma Shoes,CL7534,5999,8.1886891244442,40,Adidas CORE / NEO,4.5,98,2399.6,2,0.2845630678385666,0.392675725610605
Men's adidas Sport Inspired Storm Runner Shoes,CL7413,4599,7.9229859587111955,40,Adidas CORE / NEO,3.8,4,1839.6000000000001,1,-0.005078344209442698,-0.47863175332790947
Men's adidas Running Kalus 1.0 Shoes,CK9500,4599,7.7406644019172415,50,Adidas CORE / NEO,5.0,31,2299.5,1,0.19450602790516452,-0.32302502821157003
Men's adidas Sport Inspired Videll Shoes,CL7369,3799,7.731930721948486,40,Adidas CORE / NEO,4.1,79,1519.6000000000001,2,0.2605080740133739,0.17476581393737295
Men's adidas RunFalcon Shoes,EE8156,5999,8.1886891244442,40,Adidas CORE / NEO,4.1,96,2399.6,2,0.2963974269171245,0.38204603795775777
Men's adidas Running Erish Shoes,CL7607,4299,7.673223121121708,50,Adidas CORE / NEO,3.2,21,2149.5,1,0.24798155670236638,-0.3874438067401937
Men's adidas Sport Inspired Stunn Shoes,CL7385,5599,8.11969625295725,40,Adidas CORE / NEO,4.5,16,2239.6,1,-0.00588066587986058,-0.35936995749878003
Men's adidas Running EnergyFalcon Shoes,EE9856,6999,8.34283980427146,40,Adidas CORE / NEO,4.3,81,2799.6000000000004,2,0.22578328055665325,0.2638106739596609
Men's adidas Sport Inspired Lite Racer RBN Shoes,EE8260,5599,8.11969625295725,40,Adidas CORE / NEO,4.4,36,2239.6,1,0.07056180922525718,-0.17625456024929065
Men's adidas Running Asweerun Shoes,EE8448,5599,8.11969625295725,40,Adidas CORE / NEO,2.8,95,2239.6,2,0.35806609029446684,0.38838663469546614
Men's adidas Running Cosmic 2 Shoes,EE8181,6999,8.34283980427146,40,Adidas CORE / NEO,3.2,28,2799.6000000000004,1,0.0880602288307255,-0.1958701822187571
MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES,CK9682,4999,7.824046010856292,50,Adidas CORE / NEO,3.3,22,2499.5,1,0.2384301936098318,-0.363037813989714
Men's adidas Running Norad Shoes,CL7377,4999,8.006367567650246,40,Adidas CORE / NEO,4.5,82,1999.6000000000001,2,0.23668314995855394,0.22479024228432692
Men's adidas Running Erish Shoes,CL7605,4299,7.673223121121708,50,Adidas CORE / NEO,2.5,7,2149.5,1,0.23105359747898796,-0.5011976918989378
Men's adidas Sport Inspired Run 60s Shoes,EE9734,5599,8.11969625295725,40,Adidas CORE / NEO,4.7,32,2239.6,1,0.04197085116779581,-0.21812378257769702
Men's adidas Sport Inspired Crazychaos Shoes,EF1053,6999,8.34283980427146,40,Adidas CORE / NEO,4.2,70,2799.6000000000004,2,0.191103782715438,0.1660013202801875
Men's adidas Running Duramo 9 Shoes,EE7925,6599,8.283999304248526,40,Adidas CORE / NEO,2.4,22,2639.6000000000004,1,0.10728409390429189,-0.24368599660822796
Men's adidas Running Supervega Shoes,CL7614,3999,7.783224016336037,40,Adidas CORE / NEO,2.8,46,1599.6000000000001,1,0.20096266070325247,-0.09458494298503495
Men's adidas Running EnergyFalcon Shoes,EE9847,6999,8.34283980427146,40,Adidas CORE / NEO,3.5,21,2799.6000000000004,1,0.04871553145587704,-0.2649256707660954
Women's adidas Sport Inspired Lite Racer 2.0 Shoes,EG3289,3999,8.294049640102028,0,Adidas CORE / NEO,2.8,34,0.0,3,-0.4647821613845464,0.05177918827372063
Men's adidas Running Supervega Shoes,CL7615,3999,7.783224016336037,40,Adidas CORE / NEO,4.7,86,1599.6000000000001,2,0.2540791381402043,0.23229977992513
Men's adidas Sport Inspired Syan Shoes,CL7276,4999,7.824046010856292,50,Adidas CORE / NEO,4.9,1,2499.5,1,0.08713994389419172,-0.5833196368280003
Men's adidas Running Jerzo Shoes,CL7453,5299,8.064636475774222,40,Adidas CORE / NEO,4.0,20,2119.6,1,0.0350815246316496,-0.3206397946457264
Men's adidas Running Grito Shoes,CL7329,4799,7.965545573129992,40,Adidas CORE / NEO,4.2,1,1919.6000000000001,1,-0.03719106787825893,-0.5084206102014863
Men's adidas Sport Inspired Stunn Shoes,CL7387,5599,8.11969625295725,40,Adidas CORE / NEO,4.4,25,2239.6,1,0.031131431728171233,-0.2759375363853742
Women's adidas Running Sponso Shoes,CM4762,4599,8.433811582477187,0,Adidas CORE / NEO,2.4,37,0.0,3,-0.4430047613542464,0.10175708560736701
Women's adidas Sport Inspired Glarus Shoes,CM4984,2499,7.824046010856292,0,Adidas CORE / NEO,3.7,95,0.0,0,-0.2598140153806945,0.5432586514904234
Women's adidas Running Cyberg 1.0 Shoes,CM4691,3799,8.242756345714477,0,Adidas CORE / NEO,3.4,53,0.0,0,-0.4221647072978036,0.20737606003738446
Women's adidas Sport Inspired Hyperon 1.0 Shoes,CM4826,2999,8.006367567650246,0,Adidas CORE / NEO,4.1,49,0.0,0,-0.4553364749146578,0.13504258555257193
Men's adidas Outdoor Geocach 19 Shoes,CM0015,4999,7.824046010856292,50,Adidas SPORT PERFORMANCE,4.1,79,2499.5,2,0.404744203393221,0.13851226451711035
Men's adidas Running Asweego Shoes,EE8603,7999,8.476371196895983,40,Adidas CORE / NEO,2.9,90,3199.6000000000004,2,0.3187719045391803,0.3919829320386186
Men's adidas Running Kalus 1.0 Shoes,CL7496,4599,7.9229859587111955,40,Adidas CORE / NEO,4.2,84,1839.6000000000001,2,0.26268451896406325,0.2388408560171667
Men's adidas Running Asweerun Shoes,EE8444,5599,8.11969625295725,40,Adidas CORE / NEO,3.3,19,2239.6,1,0.06188362930797431,-0.3097002218005259
Women's adidas Sport Inspired Hyperon 1.0 Shoes,CM4827,2999,8.006367567650246,0,Adidas CORE / NEO,4.3,40,0.0,3,-0.49709945217856033,0.04973654198255589
Men's adidas Outdoor Geocach 19 Shoes,CM0014,4999,7.824046010856292,50,Adidas SPORT PERFORMANCE,4.5,0,2499.5,1,0.10255888274521202,-0.5848872357412034
Women's Running Soar Shoes,CM4737,3599,8.1886891244442,0,Adidas CORE / NEO,2.5,4,0.0,3,-0.5518257789791802,-0.2252874309974794
Men's adidas Sport Inspired Archivo Shoes,EF0440,5599,8.11969625295725,40,Adidas CORE / NEO,3.7,63,2239.6,2,0.20060162067283555,0.08153719291736772
Men's adidas Sport Inspired Run 70s Shoes,EE9748,5999,8.1886891244442,40,Adidas CORE / NEO,3.9,43,2399.6,1,0.11591645828836089,-0.09449742033015185
Women's Sport Inspired Retrorun Shoes,EG4223,4999,8.517193191416238,0,Adidas CORE / NEO,3.1,21,0.0,3,-0.5381937657977114,-0.04665726030692913
Men's adidas Outdoor Geocach 19 Shoes,CM0013,4999,7.824046010856292,50,Adidas SPORT PERFORMANCE,3.9,35,2499.5,1,0.25652445271661856,-0.25647239511400355
Men's adidas Running Cosmic 2 Shoes,B44880,6999,8.34283980427146,40,Adidas CORE / NEO,2.7,23,2799.6000000000004,1,0.09389172824776698,-0.231812513633926
Men's adidas Running Cosmic 2 Shoes,F34876,6999,8.34283980427146,40,Adidas CORE / NEO,1.0,40,2799.6000000000004,1,0.2355945385294283,-0.0459054232976055
Men's adidas Sport Inspired Archivo Shoes,EF0523,5599,8.11969625295725,40,Adidas CORE / NEO,2.0,95,2239.6,2,0.39607312754143215,0.4033756143483476
Women's Sport Inspired Retrorun Shoes,EH1858,4999,8.517193191416238,0,Adidas CORE / NEO,3.6,20,0.0,3,-0.5655327438495271,-0.06508746132962395
Women's Sport Inspired Cloudfoam Pure Shoes,EG3821,5599,8.630521876723241,0,Adidas CORE / NEO,3.5,21,0.0,3,-0.5631788352770931,-0.040214093099975146
Women's adidas Originals Haiwee Shoes,EF4458,7599,8.935903526274423,0,Adidas ORIGINALS,3.2,88,0.0,0,-0.32322600760555587,0.6153029807421677
Women's Sport Inspired Lite Racer 2.0 Shoes,EG3291,3999,8.294049640102028,0,Adidas CORE / NEO,4.3,82,0.0,0,-0.36398552714441307,0.45865511092747807
Women's adidias Originals Supercourt Shoes,EF5928,7599,8.935903526274423,0,Adidas ORIGINALS,2.2,99,0.0,0,-0.2362868335497634,0.7337221814443531
Women's Sport Inspired Retrorun Shoes,EH1859,4999,8.517193191416238,0,Adidas CORE / NEO,4.1,53,0.0,0,-0.4709960096376225,0.2245933547955758
Women's adidas Sport Inspired Hyperon 1.0 Shoes,CM4828,2999,8.006367567650246,0,Adidas CORE / NEO,4.7,15,0.0,3,-0.6057174651136019,-0.18431016633498395
Women's Sport Inspired Lite Racer 2.0 Shoes,EG3295,3999,8.294049640102028,0,Adidas CORE / NEO,3.4,35,0.0,3,-0.48970285954730797,0.0495995422737035
Women's adidas Sport Inspired Glarus Shoes,CM4985,2499,7.824046010856292,0,Adidas CORE / NEO,2.8,57,0.0,0,-0.35327012983142814,0.21576188149344439
Women's Running Yking 2.0 Shoes,CM4964,3299,8.101677747454572,0,Adidas CORE / NEO,2.8,8,0.0,3,-0.5464551417984113,-0.2031895449794619
Women's adidas Running Cyberg 1.0 Shoes,CM4690,3799,8.242756345714477,0,Adidas CORE / NEO,4.9,26,0.0,3,-0.5902115559923471,-0.06540467278215534
Women's adidas Originals Sambarose Shoes,EF4970,7999,8.987196820661973,0,Adidas ORIGINALS,3.1,24,0.0,3,-0.5500419845733273,0.04524702644337991
Men's adidas Outdoor Naha Shoes,CM0010,5999,8.006367567650246,50,Adidas SPORT PERFORMANCE,5.0,75,2999.5,2,0.3381746089211504,0.10829337094101776
Women's adidas Originals Stan Smith Shoes,EF6877,7999,8.987196820661973,0,Adidas ORIGINALS,2.4,17,0.0,3,-0.5418778853894692,-0.0050722375378565165
Women's adidas Originals Superstar Shoes,FW6635,10999,9.305650551780507,0,Adidas ORIGINALS,3.2,34,0.0,3,-0.5300921227946201,0.19091797541639316
Women's adidas Running Sponso Shoes,CM4760,4599,8.433811582477187,0,Adidas CORE / NEO,4.8,62,0.0,0,-0.4674113787835832,0.28334236513982164
Women's adidas Originals Sleek Shoes,DB3258,7599,8.935903526274423,0,Adidas ORIGINALS,3.5,38,0.0,3,-0.5167076351962857,0.15657767639013903
Women's adidas Originals ZX Torsion Shoes,EF4375,11999,9.392661928770137,0,Adidas ORIGINALS,2.5,17,0.0,3,-0.5600419003369592,0.06796800622111349
Women's Originals U_Path X Shoes,EE7159,7599,8.935903526274423,0,Adidas ORIGINALS,4.4,33,0.0,3,-0.5773884509614334,0.09440463058242754
Women's adidas Sport Inspired Glarus Shoes,CM4983,2499,7.824046010856292,0,Adidas CORE / NEO,4.2,80,0.0,0,-0.33733711024698315,0.39795920811271307
Women's adidas Originals Continental 80 Shoes,EE8925,7999,8.987196820661973,0,Adidas ORIGINALS,4.1,45,0.0,0,-0.5222746059103244,0.21681466540980127
WOMEN'S ADIDAS ORIGINALS CONTINENTAL 80 SHOES,G27722,7999,8.987196820661973,0,Adidas ORIGINALS,3.1,72,0.0,0,-0.37798215549513414,0.4802272859462901
Women's adidas Originals SUPERCOURT Shoes,EG2012,8999,9.104979856318357,0,Adidas ORIGINALS,4.2,13,0.0,3,-0.6463263997586461,-0.05547300269876432
Women's adidas Originals Sambarose Shoes,EF4966,7999,8.987196820661973,0,Adidas ORIGINALS,4.6,71,0.0,0,-0.4528299301056563,0.4430608603574934
Women's adidas Originals Sleek Super Shoes,EH1389,7999,8.987196820661973,0,Adidas ORIGINALS,3.1,46,0.0,0,-0.4711812295791555,0.24461297871554716
Women's adidas Originals Team Court Shoes,EG9824,6599,8.794824928014517,0,Adidas ORIGINALS,3.2,86,0.0,0,-0.32403970272333305,0.5764078992105872
Women's adidas Originals Team Court Shoes,EF6058,6599,8.794824928014517,0,Adidas ORIGINALS,3.5,89,0.0,0,-0.3275386023735579,0.5979732980596886
Women's adidas Originals Gazelle Shoes,EF6508,7999,8.987196820661973,0,Adidas ORIGINALS,4.9,34,0.0,3,-0.5997120206543756,0.10214270962083627
Women's adidas Originals Falcon 2000 Shoes,EG5475,7999,8.987196820661973,0,Adidas ORIGINALS,1.0,93,0.0,0,-0.20293750750014083,0.7098772210676272
Women's Originals EQT Gazelle Shoes,EF5320,8999,9.104979856318357,0,Adidas ORIGINALS,2.8,88,0.0,0,-0.31097060164178003,0.6504143671670755
Women's Originals Kiellor Shoes,EF5642,7999,8.987196820661973,0,Adidas ORIGINALS,4.8,7,0.0,3,-0.6917447948549886,-0.14066006389294056
Women's Originals U_Path X Shoes,EE7160,7599,8.935903526274423,0,Adidas ORIGINALS,4.5,90,0.0,0,-0.3778182835869497,0.6090700662855233
Women's adidas Originals SL Andridge Shoes,EF5547,8599,9.0595174822416,0,Adidas ORIGINALS,2.9,88,0.0,0,-0.3140085372797149,0.6407965311787782
Women's adidas Originals Sleek Shoes,EG7753,7599,8.935903526274423,0,Adidas ORIGINALS,2.7,16,0.0,3,-0.5575613529434924,-0.027799296229146675
Women's adidas Originals SL Andridge Shoes,EF5549,8599,9.0595174822416,0,Adidas ORIGINALS,5.0,79,0.0,0,-0.4460382280051599,0.5198916609331687
Women's Originals EQT Gazelle Shoes,EF5314,8999,9.104979856318357,0,Adidas ORIGINALS,4.1,10,0.0,3,-0.6523292594201625,-0.08078564646108605
Women's adidas Originals Sleek Shoes,EF4933,7599,8.935903526274423,0,Adidas ORIGINALS,2.9,24,0.0,3,-0.5383864740755349,0.040950168774784634
Women's Originals EQT Gazelle Shoes,EG9829,8999,9.104979856318357,0,Adidas ORIGINALS,4.3,12,0.0,3,-0.6546618591869792,-0.06640871389501851
Women's adidas Originals Sleek Shoes,EG7876,7599,8.935903526274423,0,Adidas ORIGINALS,4.7,94,0.0,0,-0.37298172380884154,0.6415711763308787
Women's Originals Sleek Shoes,EF4935,7599,8.935903526274423,0,Adidas ORIGINALS,4.4,84,0.0,0,-0.39457488256585316,0.5565711563042697
Women's adidas Originals Falcon Shoes,EF4983,7999,8.987196820661973,0,Adidas ORIGINALS,4.8,13,0.0,3,-0.6702373162202144,-0.08628753145507678
Women's adidas Originals Supercourt Shoes,EG9053,7999,8.987196820661973,0,Adidas ORIGINALS,3.8,0,0.0,3,-0.6693280567035185,-0.18535846050434646
Women's adidas Originals ZX Torsion Shoes,EF4374,11999,9.392661928770137,0,Adidas ORIGINALS,4.2,93,0.0,0,-0.3683787917796212,0.7248351686716814
Women's adidas Originals Falcon Shoes,EH3522,7999,8.987196820661973,0,Adidas ORIGINALS,5.0,43,0.0,3,-0.572201682358085,0.18182788582102166
Women's Originals Kiellor Shoes,EG0576,7999,8.987196820661973,0,Adidas ORIGINALS,2.0,67,0.0,0,-0.3436453781428687,0.45552668927078227
Women's Originals Gazelle Shoes,EF6507,7999,8.987196820661973,0,Adidas ORIGINALS,4.9,3,0.0,3,-0.7108339936007086,-0.1787820413081266
Women's adidas Originals Deerupt Runner Shoes,EF5386,8999,9.104979856318357,0,Adidas ORIGINALS,5.0,73,0.0,0,-0.4692586506578699,0.473263342026992
Men's adidas Running Lace It Shoes,CL7520,5299,8.064636475774222,40,Adidas CORE / NEO,2.8,91,2119.6,2,0.3465972443469249,0.34525197534831714
Women's adidas Originals Kiellor Shoes,EG0578,7999,8.987196820661973,0,Adidas ORIGINALS,2.9,53,0.0,0,-0.4365874118601777,0.3117948448062751
Women's Originals Kiellor Shoes,EG6920,7999,8.987196820661973,0,Adidas ORIGINALS,4.7,29,0.0,3,-0.608133160204946,0.06057951083583679
Women's adidas Originals SL Andridge Shoes,EG6846,7999,8.987196820661973,0,Adidas ORIGINALS,4.1,28,0.0,3,-0.5832124620421845,0.06275915683585398
Men's adidas Running EnergyFalcon Shoes,EE9854,6999,8.34283980427146,40,Adidas CORE / NEO,2.2,60,2799.6000000000004,2,0.2502755781082275,0.1128528820159515
Men's adidas Running Jerzo Shoes,CL7456,5299,8.064636475774222,40,Adidas CORE / NEO,4.6,36,2119.6,1,0.06392952305582333,-0.1868881095510841
Men's adidas Sport Inspired Run 60s Shoes,EE9733,5599,8.11969625295725,40,Adidas CORE / NEO,1.5,41,2239.6,1,0.2262602181078181,-0.07660906530937545
Men's adidas Running Furio Lite 1.0 Shoes,CL7333,3599,7.67786350067821,40,Adidas CORE / NEO,4.3,70,1439.6000000000001,2,0.22197051701591425,0.08397602546555583
Men's adidas Sport Inspired Run 60s Shoes,EE9729,5599,8.11969625295725,40,Adidas CORE / NEO,4.9,88,2239.6,2,0.23320555911394653,0.2856059419291445
Women's adidas Originals SL Andridge Shoes,EG6845,7999,8.987196820661973,0,Adidas ORIGINALS,4.8,77,0.0,0,-0.44082421078262357,0.49368614788213677
Men's adidas Sport Inspired Questar Flow Shoes,EE8202,6999,8.34283980427146,40,Adidas CORE / NEO,4.7,95,2799.6000000000004,2,0.25696387874764365,0.38318542648823567
Men's adidas Running Hellion Z Shoes,CL7361,3299,7.590852123688581,40,Adidas CORE / NEO,5.0,18,1319.6000000000001,1,0.0076011683153085485,-0.4088975477629295
Men's adidas Sport Inspired Lite Racer RBN Shoes,EE8265,5599,8.11969625295725,40,Adidas CORE / NEO,2.0,25,2239.6,1,0.14515254346906703,-0.2309705974267298
Men's adidas Running Asweego Shoes,EE8604,7999,8.476371196895983,40,Adidas CORE / NEO,3.2,77,3199.6000000000004,2,0.25791972852955775,0.2685549110534165
Men's adidas Sport Inspired Crazychaos Shoes,EF1052,6999,8.34283980427146,40,Adidas CORE / NEO,4.7,68,2799.6000000000004,2,0.16018022489115996,0.13850903051784863
Men's adidas Sport Inspired Crazychaos Shoes,EF1051,6999,8.34283980427146,40,Adidas CORE / NEO,2.2,53,2799.6000000000004,2,0.225183519700991,0.04941826083844375
Men's adidas Sport Inspired Run 60s Shoes,EE9732,5599,8.11969625295725,40,Adidas CORE / NEO,3.6,63,2239.6,2,0.20535250032870617,0.08341081537397788
Men's adidas Sport Inspired Archivo Shoes,EF0433,5599,8.11969625295725,40,Adidas CORE / NEO,4.3,34,2239.6,1,0.06814352933620316,-0.19250511527196834
Men's adidas Running 90s Valasion Shoes,EE9895,8999,8.594154232552366,40,Adidas CORE / NEO,4.9,87,3599.6000000000004,2,0.20840621063072445,0.3468970107041344
Men's adidas Sport Inspired Cloudfoam Racer TR Shoes,EE8128,5999,8.1886891244442,40,Adidas CORE / NEO,4.5,42,2399.6,1,0.08382660058067454,-0.11480124380945689
Men's adidas Running Duramo 9 Shoes,EE7928,6599,8.283999304248526,40,Adidas CORE / NEO,1.0,78,2639.6000000000004,2,0.3745328763443731,0.29002168720437654
Men's adidas Nova Run Shoes,EE9266,8999,8.594154232552366,40,Adidas CORE / NEO,4.8,8,3599.6000000000004,1,-0.07002471173793118,-0.3671343772711284
Men's adidas Bentton II Sandals,CL9915,2499,7.313220387090301,40,Adidas SPORT PERFORMANCE,4.6,23,999.6,1,0.062068188917430434,-0.38118353600791666
Men's adidas Sport Inspired Runigma Shoes,CL7533,5999,8.1886891244442,40,Adidas CORE / NEO,3.1,85,2399.6,2,0.30447584597874516,0.3010992863877761
Men's adidas Outdoor Geocach 19 Shoes,CM0012,4999,7.824046010856292,50,Adidas SPORT PERFORMANCE,2.4,99,2499.5,2,0.5572007529922693,0.35160562107236265
Men's adidas Outdoor Andorian Shoes,CM0032,4599,7.7406644019172415,50,Adidas SPORT PERFORMANCE,2.7,72,2299.5,2,0.4507440306611464,0.09161392661586659
Men's adidas Sport Inspired Questar Flow Shoes,EE8200,6999,8.34283980427146,40,Adidas CORE / NEO,4.4,69,2799.6000000000004,2,0.17801744363123434,0.15319198662732308
Men's adidas Running Furio Lite 1.0 Shoes,CL7332,3599,7.67786350067821,40,Adidas CORE / NEO,1.5,85,1439.6000000000001,2,0.40876384396722804,0.27236878534530035
Men's adidas Running Questar Ride Shoes,F37008,7999,8.294049640102028,50,Adidas CORE / NEO,5.0,30,3999.5,1,0.16373991954672656,-0.2576746653035583
Men's adidas Sport Inspired Run 60s Shoes,EE9728,5599,8.11969625295725,40,Adidas CORE / NEO,3.7,0,2239.6,1,-0.025226904992293075,-0.48937439768020197
Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,B75581,4999,7.824046010856292,50,Adidas CORE / NEO,2.6,88,2499.5,2,0.508268616183442,0.24817540002305877
Men's adidas Running Argecy Shoes,F34851,5599,7.937374696163295,50,Adidas CORE / NEO,2.0,74,2799.5,2,0.4806082264482939,0.1464855494410991
Men's adidas Sport Inspired Archivo Shoes,EF0434,5599,8.11969625295725,40,Adidas CORE / NEO,4.9,24,2239.6,1,0.0037924536763556116,-0.2943677374080691
Men's adidas Outdoor Naha Shoes,CM0008,5999,8.006367567650246,50,Adidas SPORT PERFORMANCE,3.5,95,2999.5,2,0.4811293992084575,0.3176394825830497
Men's adidas Sport Inspired Fassar Shoes,CL7487,3999,7.600902459542082,50,Adidas CORE / NEO,2.7,39,1999.5,1,0.34043275608045814,-0.22273214308065786
Men's adidas Sport Inspired Questar Flow Shoes,EE8212,6999,8.34283980427146,40,Adidas CORE / NEO,4.5,28,2799.6000000000004,1,0.026298793304406987,-0.22022727415468948
